Sample	num_nodes	num_edges	edge_density	num_pos_edges	portion_pos_edges	num_neg_edges	portion_neg_edges	average_pos_association_strength	average_neg_association_strength	transitivity_global_clusering_coef	transitivity_ave_clustering_coef_mean_local	ave_path_length	diameter	mean_degree	degreecentralization	assortativity_nominal_EukProk	assortativity_degree	ave_node_betweenness	ave_edge_betweenness	betweennesscentralization	ave_closeness	closenesscentralization	closenesscentralization_disconnected_graphs	closenesscentralization_disconnected_graphs_normalized
Hotmix_HM013_200m	415	1001	0.0116524067283627	999	0.998001998001998	2	0.001998001998002	0.19703133676248	-0.150139551647724	0.0557345971563981	0.0584641602741149	4.71250249767863	12	4.82409638554217	0.0318258541412025	0.842289002769623	0.214001382432748	761.098795180723	400.534465534466	0.0706921050845356	0.000363636676757031	0.0643820374225178	100.305612754046	0.24228408877789
Hotmix_HM014_750m	337	660	0.0116574819838915	658	0.996969696969697	2	0.00303030303030303	0.210004253401742	-0.154299352235365	0.0552147239263804	0.060977910977911	5.5318163943803	17	3.91691394658754	0.0329853751589657	0.847679184668218	0.152375701374163	752.3353115727	468.913636363636	0.138542805874938	0.000405407798269616	0.0810535534210809	73.99216665106	0.220214781699583
Hotmix_HM015_120m	458	1300	0.0124220041470383	1299	0.999230769230769	1	0.000769230769230769	0.188123061951802	-0.146764	0.0531370836971436	0.0706372852923408	4.32716106343494	11	5.67685589519651	0.0247771205794387	0.891876156613229	0.280136210028412	708.532751091703	324.646923076923	0.0438544668232518	0.000104762248791058	0.00809025782586024	112.906702710196	0.247060618621873
Hotmix_HM018_2630m	337	968	0.0170976402430408	965	0.996900826446281	3	0.00309917355371901	0.204751526645025	-0.145332903672767	0.0478253335643736	0.0520654432373182	3.92269331140743	9	5.74480712166172	0.0305214073760068	0.698368537025084	0.239098302747095	485.20178041543	226.713842975207	0.0374266868724874	0.000504710516388797	0.0503984833443038	95.4497150393293	0.284076532855147
Hotmix_HM019_2000m	285	705	0.0174203113417346	702	0.995744680851064	3	0.00425531914893617	0.202673195146727	-0.168607645834985	0.0659430122116689	0.0791133834237282	4.09737406496835	9	4.94736842105263	0.0389177168272795	0.823131361740269	0.118177317035432	415.526315789474	222.211347517731	0.0762760647042412	0.000285824892209561	0.017547606704036	74.5331272626009	0.26244058895282
Hotmix_HM020_1250m	362	823	0.0125954607367503	822	0.998784933171324	1	0.00121506682867558	0.206201132053187	-0.1504671	0.0581632653061224	0.0645918263930686	4.59105114098766	12	4.54696132596685	0.0234156195956597	0.713193839429424	0.217799246386754	609.466850828729	342.727825030377	0.0327293618288157	0.000174003908650815	0.0125236202657832	84.6623757304696	0.234521816427894
Hotmix_HM021_118m	558	1721	0.0110744322825171	1720	0.999418942475305	1	0.000581057524694945	0.189806381250106	-0.146764	0.0456839979808178	0.0536018543080689	4.35635090699665	14	6.16845878136201	0.0212415461734973	0.87046365131198	0.334075560049693	934.743727598566	393.370133643231	0.0514142021991873	0.000423209671615498	0.143721175750164	146.048891053192	0.262206267599986
Hotmix_HM022_50m	352	933	0.0151029526029526	931	0.997856377277599	2	0.00214362272240086	0.199179512103532	-0.191246516220062	0.0550187339775192	0.0660435478064657	4.22613721103654	10	5.30113636363636	0.0219340844340844	0.893313326324657	0.170693504636017	540.78125	267.265809217578	0.0534823189577157	0.000229768235164725	0.0157296800087338	90.7080492424242	0.258427490719157
Hotmix_HM023_3m	526	1700	0.0123121491942785	1698	0.998823529411765	2	0.00117647058823529	0.194146991426882	-0.191246516220062	0.0497805092186128	0.0606449869711167	4.16698410830766	11	6.4638783269962	0.0162592793771501	0.902469668784126	0.182164634146342	818.737642585551	333.317058823529	0.028241878092377	0.000233207989176663	0.0263845623712128	140.30602850888	0.267249578112153
Hotmix_HM024_550m	405	871	0.0106466202175773	871	1	0	0	0.19672387534012	NaN	0.0496987951807229	0.0675754762105737	4.95514565576899	15	4.30123456790123	0.0190563500794524	0.847658641265228	0.181684908085944	767.688888888889	447.214695752009	0.051015443447925	0.000189321222781167	0.0177383159834619	90.6050697176623	0.224269974548669
Hotmix_HM025_200m	486	1200	0.0101820033091511	1197	0.9975	3	0.0025	0.199387192803799	-0.140205033143248	0.0547056096430227	0.0726247586738658	4.78902324936766	12	4.93827160493827	0.0207458317423953	0.849330357142857	0.228379492005737	900.041152263374	460.72	0.0416200933327733	0.000210482477044643	0.0293200198786996	113.777618780397	0.234593028413189
Hotmix_HM027_2000m	425	1150	0.0127635960044395	1147	0.997391304347826	3	0.00260869565217391	0.201441355928501	-0.168607645834985	0.0542763157894737	0.0668627668627668	4.29303155261085	11	5.41176470588235	0.0226137624861265	0.792030422396019	0.234106328995431	668.927058823529	322.28347826087	0.0468202217385091	0.000175081048859165	0.0134106820824862	107.439559799677	0.253395188206786
Hotmix_HM028_825m	408	954	0.0114900997253938	953	0.99895178197065	1	0.0010482180293501	0.200912034470844	-0.163450775252055	0.0575949367088608	0.0665421245421244	4.68205827437107	13	4.67647058823529	0.0204509322156381	0.817964873153053	0.184460740928056	734.678921568627	399.535639412998	0.0645909140491585	0.000283152915631186	0.0392837151901791	97.3806446141005	0.239264483081328
Hotmix_HM029_100m	278	626	0.0162584733657118	625	0.998402555910543	1	0.00159744408945687	0.202586690977214	-0.146764	0.0556304787592717	0.0632107192418476	4.37363322338519	10	4.50359712230216	0.0306729345765265	0.855343731946852	0.149771852274347	467.248201438849	269.006389776358	0.0898568607490742	0.000841703958428738	0.145285243896142	72.6574197784629	0.262301154434884
Hotmix_HM030_50m	415	1348	0.0156917525173156	1347	0.999258160237389	1	0.000741839762611276	0.192347417625498	-0.146764	0.0421639709983268	0.0511923835745175	3.94610325359409	10	6.49638554216867	0.0181246726034573	0.891963570127505	0.23978947406078	609.843373493976	251.476261127596	0.0344854935798403	0.000624406628538719	0.106400878769922	119.262153375406	0.288072834240112
Hotmix_HM031_3m	322	872	0.0168727385306012	870	0.997706422018349	2	0.00229357798165138	0.201641153611216	-0.191246516220062	0.0678472370386174	0.0782788588613831	4.16239885582179	10	5.41614906832298	0.0173951742419845	0.88173136794343	0.194205145020419	501.27950310559	243.63876146789	0.0469453856227899	0.000507774398886286	0.0624498421513272	87.0130484077689	0.271068686628564
Hotmix_HM033_200m	655	1700	0.00793706375329738	1696	0.997647058823529	4	0.00235294117647059	0.19650530054232	-0.146271482143824	0.0525704634223583	0.057633707755659	4.90250358025683	11	5.19083969465649	0.016527768050984	0.85553295807431	0.278997143873224	1260.58015267176	610.151176470588	0.0381244098780364	0.000172170499649386	0.0336830498911573	148.901465913222	0.227678082436119
Hotmix_HM034_2600m	396	1173	0.0149980820866897	1170	0.997442455242967	3	0.00255754475703325	0.20005234653494	-0.145332903672767	0.0471289274106176	0.0536472861069634	3.92415964690368	9	5.92424242424242	0.0255082470272344	0.74371459337984	0.233996964341072	548.752525252525	248.610400682012	0.0338833370855344	0.000178544202565347	0.0109438499828281	107.298268398268	0.271641185818401
Hotmix_HM035_2000m	445	1299	0.0131491041603401	1296	0.997690531177829	3	0.0023094688221709	0.200031233157887	-0.168607645834985	0.0514814814814815	0.0784799756071149	4.12882478226946	11	5.83820224719101	0.0228869318756959	0.787654724612998	0.2464407580457	666.840449438202	301.451886066205	0.0393837369035912	0.000169336448142414	0.0125475538735089	116.559348217326	0.262521054543526
Hotmix_HM036_1100m	197	344	0.0178182948306226	344	1	0	0	0.205882489312006	NaN	0.0903765690376569	0.0916427615222797	5.10649433881649	12	3.49238578680203	0.0332021133326427	0.819643989683312	0.171086284115915	390.304568527919	277.947674418605	0.143602425192841	0.000631584310545738	0.0497679137968273	44.6451582540415	0.227781419663477
Hotmix_HM037_90m	520	1504	0.0111456943826886	1500	0.997340425531915	4	0.00265957446808511	0.195128667432776	-0.146271482143824	0.0484739676840215	0.0517690408080977	4.47137211226865	12	5.78461538461538	0.0216096042685638	0.902645701911308	0.272101841357242	863.15	384.398271276596	0.0477662691679198	0.000122809080704526	0.0114200033893316	127.648613469863	0.245951085683745
Hotmix_HM038_50m	351	843	0.0137240537240537	841	0.997627520759193	2	0.00237247924080664	0.2021033092711	-0.143191493774192	0.0713436385255648	0.0802086453029848	4.61073100468131	12	4.8034188034188	0.0205616605616606	0.885344103698272	0.176078675469019	599.905982905983	318.960854092527	0.0512062871641465	0.00020672736066599	0.0155771783322306	83.7297451519674	0.239227843291335
Hotmix_HM039_3m	405	1268	0.0154993277105488	1266	0.998422712933754	2	0.00157728706624606	0.193879609627104	-0.162497903574285	0.0469717198689161	0.0550490069770274	4.04226837377798	12	6.26172839506173	0.0216293851607383	0.884153683008402	0.238656227721798	605.479012345679	256.958201892744	0.0305327359117715	0.00035290037452672	0.0360069955394682	112.895509771436	0.279444331117415
Hotmix_HM040_705m	447	1071	0.010744274234809	1068	0.997198879551821	3	0.00280112044817927	0.203242271346764	-0.16383758609208	0.0582210242587601	0.063600800454185	4.6260495936222	11	4.79194630872483	0.0273723176934421	0.830534233166761	0.13591877655596	783.494407158837	417.186741363212	0.0667833542814703	0.000191413192531857	0.0221569857467168	105.918191018527	0.237484733225396
Hotmix_HM042_2421m	345	963	0.0162285136501517	959	0.995846313603323	4	0.00415368639667705	0.203560792787007	-0.160195468991943	0.0544871794871795	0.0654121162635094	4.0382425998758	9	5.58260869565217	0.0302831142568251	0.771367521367522	0.187085859917392	510.530434782609	243.09968847352	0.0481258608793273	0.000360670493031342	0.0294059697093455	94.2079457096848	0.273860307295595
Hotmix_HM043_2000m	433	1236	0.0132152938157557	1232	0.996763754045307	4	0.00323624595469256	0.201449088731785	-0.143428647004139	0.0481849046748498	0.0637659306611924	4.25792382474364	12	5.70900692840647	0.0238217432212813	0.796247917002634	0.275379088046212	677.9792147806	310.415048543689	0.0488505643156564	0.000186972263418627	0.0154499122032493	111.832689814676	0.258871967163602
Hotmix_HM044_1000m	445	1168	0.0118230590140703	1167	0.999143835616438	1	0.000856164383561644	0.202013340721162	-0.163450775252055	0.0587503885607709	0.0733472096028657	4.3046088608525	9	5.24943820224719	0.0287174815264703	0.827029505972613	0.0761901261983228	707.505617977528	351.124143835616	0.0671427323552229	0.000180992065697674	0.0174006854039317	111.508179061887	0.251144547436682
Hotmix_HM045_110m	637	1868	0.009221685771551	1863	0.997323340471092	5	0.00267665952890792	0.196138498524865	-0.159817511096407	0.0471532480561826	0.050213638397718	4.48261489860389	12	5.86499215070644	0.0190802010209018	0.896446980719917	0.255300025267416	1072.99529042386	470.962526766595	0.0393373849205703	0.000107505988721209	0.0131950708120711	154.881930767645	0.2435250483768
Hotmix_HM046_50m	518	1636	0.012217799451842	1634	0.998777506112469	2	0.00122249388753056	0.192541847261201	-0.191246516220062	0.0504131464116609	0.0670490631568476	4.23452797920883	10	6.31660231660232	0.0148615042232064	0.898961724016134	0.24246021814773	836.125482625483	346.586797066015	0.0357658228574758	0.000465372366792674	0.117177946007673	138.441924066924	0.267779350226159
Hotmix_HM047_3m	347	1010	0.0168246406023554	1008	0.998019801980198	2	0.00198019801980198	0.198194731048478	-0.162497903574285	0.0635953930896345	0.0785768133982419	4.01325446194003	9	5.82132564841499	0.0207476137329047	0.886597822392388	0.154903730036472	512.331412103746	234.433663366337	0.0372471339907947	0.000412332099971701	0.034001429847994	96.2606673985637	0.278210021383132
Hotmix_HM048_500m	507	1272	0.00991650489978249	1270	0.998427672955975	2	0.00157232704402516	0.202305435794115	-0.160637621800863	0.0458419042021746	0.0547751897809568	4.59736692933503	10	5.01775147928994	0.0236803330448815	0.855854201706288	0.149759619964562	888.719921104536	452.699685534591	0.0632150429585804	0.000185683431126371	0.0217198469669695	121.149370714755	0.239425633823627
Hotmix_HM049_200m	351	778	0.0126658526658527	776	0.997429305912596	2	0.0025706940874036	0.201539883511208	-0.141286137074947	0.0647309536494406	0.0700195570774348	4.84672364672365	12	4.43304843304843	0.0330484330484331	0.83673275972949	0.196639936735687	673.176638176638	382.660668380463	0.0602632388675381	0.000605717577886215	0.137934674358964	83.9549989105545	0.239871425458727
Hotmix_HM050_3167m	393	1167	0.0151503349431376	1163	0.996572407883462	4	0.00342759211653813	0.199358372664347	-0.160195468991943	0.0489729288532173	0.0555175530175529	4.000092749629	10	5.93893129770992	0.0256659915874747	0.749455883382468	0.205784479427282	576.139949109415	258.69323050557	0.0382709311597077	0.000318306790923058	0.0279782292475567	108.311749262894	0.276305482813506
Hotmix_HM051_2000m	286	730	0.0179119126487548	728	0.997260273972603	2	0.00273972602739726	0.200292668819333	-0.177625132474736	0.0609411159681152	0.0713273791518066	4.13979645158882	11	5.10489510489511	0.0277021224389645	0.795882097860008	0.160449744723557	441.185314685315	227.898630136986	0.0594768007576834	0.000575023041242008	0.0537900504210092	77.7963069758524	0.272969498160886
Hotmix_HM052_900m	473	1245	0.0111531157057369	1243	0.998393574297189	2	0.00160642570281125	0.201724832991596	-0.164030991512092	0.0547622552627705	0.0680418236472047	4.39351569854366	9	5.26427061310782	0.0185079012434156	0.803307592168956	0.135304190001439	777.380549682875	382.373493975904	0.0395881355832971	0.000184431020739959	0.0182548850455322	116.965233732676	0.247807698586177
Hotmix_HM053_100m	491	1457	0.0121118915998171	1455	0.998627316403569	2	0.00137268359643102	0.190828671986232	-0.191246516220062	0.0506970849176172	0.0517449106532817	4.23263205820956	10	5.93482688391039	0.0225819859512033	0.864757375831834	0.333321460276405	766.397148676171	338.166094715168	0.0400876177103663	0.000165299796669028	0.016400268019856	126.811001196134	0.258797961624762
Hotmix_HM054_50m	178	355	0.0225353900844284	353	0.994366197183099	2	0.00563380281690141	0.224235068190877	-0.191246516220062	0.0778947368421053	0.0930942073799217	4.3713223085608	11	3.98876404494382	0.0339617850568146	NaN	0.0934792521659819	285.179775280899	185.405633802817	0.120240113623536	0.000671081327269511	0.0399867111383117	45.8204488707298	0.258872592489999
Hotmix_HM055_3m	406	1256	0.0152770175758682	1253	0.997611464968153	3	0.00238853503184713	0.196254608525419	-0.186908279862898	0.0494028912633564	0.0623705669507196	4.0557445919884	11	6.1871921182266	0.0217600194611689	0.889237580888435	0.225571395847373	612.706896551724	262.87101910828	0.0360880597958362	0.000410652946397513	0.0462235875130321	112.725097917955	0.278333575106062
Hotmix_HM056_500m	582	1625	0.00961134671232796	1621	0.997538461538461	4	0.00246153846153846	0.20518407677609	-0.1511073566232	0.0483267511951777	0.0620024704119768	4.52358690020308	12	5.58419243986254	0.0144850388298407	0.850361971550537	0.260029708569558	1016.57903780069	467.421538461538	0.0299787350237536	0.000265970778119804	0.0477255229967942	143.847494458577	0.24758604898206
Hotmix_HM057_200m	394	935	0.0120768267007659	933	0.997860962566845	2	0.00213903743315508	0.208210164948073	-0.150877453386783	0.0585548172757475	0.0723535023955191	4.54259933597515	11	4.74619289340102	0.0286356414926183	0.793020109408307	0.190472786829681	671.619289340102	362.902673796791	0.0586077731689338	0.000218625405778154	0.02107682067144	95.3084349660492	0.242515101694782
Hotmix_HM058_1500m	311	735	0.0152473809770771	733	0.997278911564626	2	0.00272108843537415	0.208158397434177	-0.177625132474736	0.0640421402827835	0.0719527585118982	4.33277244815454	10	4.72668810289389	0.0202364899906649	0.782945095445096	0.233695570358298	490.389067524116	269.757823129252	0.0396252483368622	0.000257452709362101	0.0184759452882019	77.5875593324146	0.250282449459402
Hotmix_HM059_3300m	332	914	0.0166345138863612	912	0.99781181619256	2	0.00218818380743982	0.201735207335451	-0.150519886277741	0.0547198194810079	0.0673567173567173	4.0256690951644	9	5.50602409638554	0.0256615586211917	0.760655869792925	0.170880341454575	482.849397590361	233.356673960613	0.036062892889939	0.000298552046978605	0.0189965914909459	90.0637287244215	0.272095857173479
Hotmix_HM060_50m	578	1950	0.0116939425377654	1946	0.997948717948718	4	0.00205128205128205	0.191621963998629	-0.175085956784269	0.0462584039754458	0.0531349680371033	4.12882168585938	11	6.74740484429066	0.0160356935107614	0.888313227969422	0.253670014683067	896.429065743945	350.634358974359	0.0359731540159793	0.00028482440813001	0.0521805202828958	156.57794292405	0.271365585656933
Hotmix_HM061_1200m	499	1053	0.00847478088707536	1053	1	0	0	0.205983117247317	NaN	0.0515740120562626	0.05740632650745	5.62323136932868	14	4.22044088176353	0.0136135725265793	0.821075709099349	0.172641589785884	1128.24448897796	650.302943969611	0.0415442329449793	0.000188981973852075	0.0239866574594499	101.061685642347	0.20293511173162
Hotmix_HM062_900m	594	1559	0.0088518688855957	1558	0.999358563181527	1	0.00064143681847338	0.198983592385404	-0.1504671	0.0510965935604293	0.0588849466787984	4.56880524498039	12	5.24915824915825	0.0130705594449271	0.784779982743745	0.17187064292907	1026.36195286195	500.63438101347	0.030441886190001	0.000123158045186184	0.0117399214089916	140.703774639128	0.237274493489255
Hotmix_HM063_500m	489	1185	0.00993161017801469	1183	0.99831223628692	2	0.00168776371308017	0.20597498645583	-0.137755057047824	0.0518410852713178	0.0724243739050116	4.80241454520669	12	4.84662576687117	0.0167077340842804	0.822608584076474	0.221983741021553	912.672801635992	475.670042194093	0.0387556601234172	0.000233241847422091	0.0323754084620771	113.99305721545	0.233592330359528
Hotmix_HM064_200m	355	808	0.0128590753560914	808	1	0	0	0.206715718299856	NaN	0.0531388382391248	0.0594400374964638	4.45784389065759	12	4.55211267605634	0.0266889472427787	0.796565057099182	0.214797463171024	532.352112676056	301.533415841584	0.0551145785376077	9.39064404203189e-05	0.00707968986468028	79.2524236327053	0.223876902917247
Hotmix_HM065_92m	333	761	0.0137667788270198	757	0.994743758212878	4	0.00525624178712221	0.213458726631948	-0.149711726644578	0.0584415584415584	0.063990638990639	4.6403617987403	12	4.57057057057057	0.0223777994862332	0.850985921008831	0.183372231905553	597.063063063063	333.03285151117	0.0510003088317839	0.000457257406166047	0.0697290428745678	81.543600310267	0.245613253946587
Hotmix_HM066_50m	583	1870	0.011022498865331	1867	0.998395721925134	3	0.00160427807486631	0.192160387510811	-0.186908279862898	0.0444409424001261	0.0532207239196487	4.18924218041914	10	6.41509433962264	0.0164689100693769	0.892590428084686	0.290725830293957	887.238421955403	363.341711229946	0.0347986085665221	9.83116015182995e-05	0.00833270765733588	149.610453592529	0.25706263503871
Hotmix_HM067_3m	610	2021	0.0108805082236399	2016	0.997525977238991	5	0.0024740227610094	0.194552933937923	-0.164407044918927	0.0477898966704937	0.0576880109138174	4.17600183893954	11	6.62622950819672	0.0121079975234865	0.903781672739302	0.199214726218483	951.311475409836	377.542800593765	0.0315498407542393	0.000178618645967707	0.0219774750226892	160.831138906631	0.264090540076569
Hotmix_HM068_2500m	427	1151	0.0126551659684885	1149	0.998262380538662	2	0.00173761946133797	0.198442135229359	-0.177625132474736	0.0528121736535879	0.0593873172613329	4.44256284916201	14	5.39110070257611	0.0178612659563941	0.79320229692233	0.255984016165639	692.704918032787	331.629018245004	0.0337931897865536	0.000140115853479647	0.0100809946836906	105.443757660502	0.247520557888503
Hotmix_HM069_2000m	509	1405	0.0108673792986093	1401	0.997153024911032	4	0.00284697508896797	0.198644214957257	-0.160195468991943	0.0506194690265487	0.0600503945257692	4.70050894915149	16	5.52062868369352	0.016691675819501	0.788060411899313	0.304545232401571	939.929273084479	432.533807829181	0.033335067575503	0.000433480781201615	0.115723356889688	126.0321655969	0.248094814167127
Hotmix_HM070_1000m	638	1830	0.00900577255257058	1827	0.998360655737705	3	0.00163934426229508	0.19792032969371	-0.154506216918751	0.0454829216088469	0.053412291529149	4.43578453252022	11	5.73667711598746	0.017681825563599	0.809607013321164	0.161164383688078	1073.81191222571	483.328415300546	0.0353557333732484	0.000149992166027608	0.0195344322520913	157.598314311951	0.247407086831948
Hotmix_HM071_86m	528	1530	0.0109970674486804	1523	0.995424836601307	7	0.00457516339869281	0.200415172092516	-0.160033840661084	0.0481317289423686	0.0586178092060445	4.37753121469336	12	5.79545454545455	0.0193634638606176	0.886105144178258	0.244937327158476	883.25	395.053594771242	0.0341900986258022	0.000299673638790276	0.0556905482034467	134.874984695439	0.255929762230435
Hotmix_HM072_50m	590	1915	0.0110212655750914	1912	0.998433420365535	3	0.00156657963446475	0.193258699359153	-0.174037339996169	0.0463221601489758	0.053460886092465	4.17112806260683	10	6.49152542372881	0.0161434203332278	0.894783752682297	0.216779859105723	924.43220338983	374.626109660574	0.0350055474288205	0.000237206691773673	0.0380163340908177	156.199172719935	0.265193841629772
Hotmix_HM073_3m	491	1547	0.012860052371254	1543	0.997414350355527	4	0.00258564964447317	0.197183711702593	-0.172469737086573	0.0495644337638931	0.0580381292406608	4.10531609792593	11	6.30142566191446	0.0157113762001746	0.892660375978348	0.175916355358436	760.802443991853	319.230122818358	0.0304930065677871	0.000504823450574645	0.116220090831429	134.190738634527	0.273858650274545
Hotmix_HM074_500m	643	1777	0.00860937098782479	1773	0.997749015194147	4	0.00225098480585256	0.202325884690179	-0.171784290987533	0.0435643564356436	0.0609028071739936	4.5424608929221	10	5.52721617418351	0.0163127473922375	0.863908950756024	0.232619089417573	1105.52877138414	512.955543050084	0.0385515137919904	0.000114076187992778	0.013000195128778	153.772396257622	0.239520866444894
Hotmix_HM075_200m	671	2042	0.00908423604777899	2034	0.996082272282076	8	0.0039177277179236	0.206085752908595	-0.155705074455378	0.0430707431376925	0.0468491876135188	4.40584965387064	12	6.08643815201192	0.0118112863402807	0.631578460399704	0.334238080741916	1124.02682563338	477.80166503428	0.0318658160878882	0.00015882265254776	0.0215324897669016	168.8885074935	0.25207239924403
Hotmix_HM076_2000m	364	942	0.0142584688039233	939	0.996815286624204	3	0.00318471337579618	0.200758137886914	-0.168607645834985	0.0530818588372545	0.0603868933719679	4.22820401720776	11	5.17582417582418	0.0243090243090243	0.812517607484495	0.1917952402759	573.112637362637	290.05838641189	0.0485680599321468	0.000334486555262586	0.0310464143308623	95.3226596815882	0.262596858626965
Hotmix_HM077_3000m	308	816	0.0172596133508186	813	0.996323529411765	3	0.00367647058823529	0.202127376714776	-0.168607645834985	0.0599209833187006	0.0738909531014793	4.12240174859641	11	5.2987012987013	0.0348576504928296	0.770651434788522	0.109736680955298	473.084415584416	235.754901960784	0.0498053844097809	0.00053551758289012	0.0506856323707896	84.1966998369596	0.274256351260455
Hotmix_HM078_1000m	687	1907	0.00809281916135138	1904	0.998426848453068	3	0.00157315154693235	0.200282695374045	-0.166820419569169	0.0466212676794133	0.0529107993001243	4.65815144332815	15	5.55167394468705	0.0152307959989985	0.795225837998681	0.225043180081462	1204.17612809316	552.392763502884	0.0501843882400828	7.7021636957309e-05	0.00799519989181107	160.197922536787	0.233524668420973
Hotmix_HM079_120m	562	1641	0.0104097284335928	1634	0.995734308348568	7	0.00426569165143205	0.199076696172843	-0.163112884539452	0.0502008032128514	0.0591882962801049	4.3367776451047	10	5.83985765124555	0.0198933018694375	0.891731893837157	0.266217689015585	890.05871886121	396.174283973187	0.0261194716197629	9.53979015340038e-05	0.00865676969926591	138.42266847427	0.246742724553066
Hotmix_HM080_50m	590	1956	0.0112572300077696	1951	0.997443762781186	5	0.00255623721881391	0.193484116633485	-0.165899587178935	0.0476830087306917	0.0579709902773283	4.16503993419172	11	6.63050847457627	0.0142096630312797	0.901583784999075	0.2366586942337	919.508474576271	364.988241308793	0.0341685349243365	0.00020798768738035	0.0283805440551633	156.610988945141	0.265893020280376
Hotmix_HM081_3m	292	713	0.0167819987760674	710	0.995792426367461	3	0.00420757363253857	0.204735783795664	-0.186908279862898	0.0658959537572254	0.0712793223623548	4.29155729489811	10	4.88356164383562	0.021018688509156	0.879576309355295	0.160779186051519	472.383561643836	252.232819074334	0.055326043102694	0.000548598572904772	0.058694147811836	76.6774081322027	0.263496247876985
