Target	Source	SRF	DCM	MES	BAT	Absent	EdgePrevalence	Prevalence_MS_SRF	Prevalence_MS_EPI	Prevalence_MS_DCM	Prevalence_MS_MES	Prevalence_MS_BAT	Prevalence_NAO_SRF	Prevalence_NAO_EPI	Prevalence_NAO_DCM	Prevalence_NAO_MES	Prevalence_NAO_BAT	Prevalence_SAO_SRF	Prevalence_SAO_DCM	Prevalence_SAO_MES	Prevalence_SAO_BAT	Prevalence_SPO_SRF	Prevalence_SPO_DCM	Prevalence_SPO_MES	Prevalence_SPO_BAT	Prevalence_NPO_SRF	Prevalence_NPO_DCM	Prevalence_NPO_MES	Prevalence_NPO_BAT	Prevalence_IO_SRF	Prevalence_IO_DCM	Prevalence_IO_MES	Prevalence_IO_BAT	AllLayers	MS_allLayers	NAO_allLayers	SAO_allLayers	SPO_allLayers	NPO_allLayers	IO_allLayers	Type	Source_PhylumDivision	Target_PhylumDivision
Euk_ASV_114	Euk_ASV_81	Other	Other	Other	MS	0	0.183879093198992	0.526315789473684	0.722222222222222	0.904761904761905	0.0576923076923077	0.0857142857142857	0.147058823529412	1	0.666666666666667	0.0714285714285714	0	0.0384615384615385	0.5	0	0	0	1	0	0	0.103448275862069	0	0	0	0.0285714285714286	1	0	0	1	4	3	2	1	1	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_114	Euk_ASV_23	Other	LowFrequency	Other	SAO	0	0.163727959697733	0.421052631578947	0.5	0.857142857142857	0.0769230769230769	0	0.117647058823529	1	0.666666666666667	0	0	0.0384615384615385	0.75	0.166666666666667	0.0909090909090909	0	1	0	0	0.103448275862069	0.333333333333333	0	0	0	1	0	0	1	3	2	4	1	2	1	Euk_Euk	Ochrophyta	Dinoflagellata
Euk_ASV_1170	Euk_ASV_51	Other	LowFrequency	IO	Other	0	0.198992443324937	0.684210526315789	0.777777777777778	0.80952380952381	0	0	0.176470588235294	1	0.333333333333333	0	0.05	0.0384615384615385	0.75	0	0.272727272727273	0	1	0	0	0.103448275862069	0.333333333333333	0	0.416666666666667	0.0285714285714286	0.666666666666667	0.142857142857143	0.125	1	2	3	3	1	3	4	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1255	Euk_ASV_269	Other	Other	Other	Other	0	0.118387909319899	0.105263157894737	0.388888888888889	0.333333333333333	0.0961538461538462	0	0.0588235294117647	0	0.166666666666667	0	0.05	0.115384615384615	1	0.166666666666667	0.272727272727273	0	1	0	0.333333333333333	0.0689655172413793	0.666666666666667	0	0.333333333333333	0	0.333333333333333	0	0	1	3	3	4	2	3	1	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1266	Euk_ASV_276	Other	Other	Other	Other	0	0.115869017632242	0	0.333333333333333	0.476190476190476	0.0961538461538462	0	0.0294117647058824	0	0.166666666666667	0.285714285714286	0.1	0	0.75	0.333333333333333	0	0	0	0.333333333333333	0.333333333333333	0.0344827586206897	0.333333333333333	0	0.5	0	0.666666666666667	0	0	1	2	4	2	2	3	1	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1266	Euk_ASV_269	Other	Other	Other	Other	0	0.138539042821159	0	0.222222222222222	0.428571428571429	0.134615384615385	0	0.0294117647058824	0	0.166666666666667	0.142857142857143	0.15	0.0384615384615385	0.75	0.166666666666667	0.363636363636364	0	0	0	0.333333333333333	0.0344827586206897	0.666666666666667	0.111111111111111	0.583333333333333	0.0571428571428571	1	0.285714285714286	0	3	2	4	4	1	4	3	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1266	Euk_ASV_17	Other	Other	Other	Other	0	0.206549118387909	0	0.388888888888889	0.714285714285714	0.192307692307692	0	0.0294117647058824	0	0.166666666666667	0.285714285714286	0.2	0.0384615384615385	0.75	0.5	0.636363636363636	0	0	0.333333333333333	0.333333333333333	0.0689655172413793	0.666666666666667	0.222222222222222	0.666666666666667	0.0571428571428571	1	0.428571428571429	0.25	4	2	4	4	2	4	4	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1266	Euk_ASV_96	NAO	Other	Other	Other	0	0.10831234256927	0	0	0	0.115384615384615	0	0.0294117647058824	0	0.166666666666667	0.142857142857143	0.15	0	0.5	0.5	0.636363636363636	0	0	0.333333333333333	0.333333333333333	0	0.333333333333333	0.111111111111111	0.666666666666667	0	0.666666666666667	0.285714285714286	0.25	1	1	4	3	2	3	3	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1266	Euk_ASV_697	Other	Other	Other	Other	0	0.105793450881612	0	0.333333333333333	0.666666666666667	0.0769230769230769	0	0.0294117647058824	0	0.166666666666667	0.0714285714285714	0.05	0	0.75	0	0	0	0	0	0	0.0689655172413793	0.666666666666667	0	0.166666666666667	0.0571428571428571	1	0	0	1	2	4	1	0	3	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1276	Euk_ASV_292	Other	Other	Other	Other	0	0.141057934508816	0	0	0.428571428571429	0.307692307692308	0	0.0294117647058824	0	0.166666666666667	0.357142857142857	0.05	0	1	0	0.0909090909090909	0	1	0	0.333333333333333	0.0344827586206897	1	0.111111111111111	0.333333333333333	0	1	0.428571428571429	0.125	2	2	4	2	2	4	3	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1286	Euk_ASV_618	Other	Other	Other	Other	0	0.0403022670025189	0	0	0	0	0	0.0294117647058824	0	0.166666666666667	0.0714285714285714	0	0	0.75	0	0	0.0714285714285714	1	0	0	0.0344827586206897	0.333333333333333	0.111111111111111	0.25	0.0285714285714286	0	0	0.125	1	0	3	1	2	4	2	Euk_Euk	Radiolaria	Dinoflagellata
Euk_ASV_13	Euk_ASV_1	Other	Other	Other	Other	0	0.0957178841309824	0	0	0	0	0	0	0	0	0	0.05	0.0769230769230769	0.75	0.666666666666667	0.818181818181818	0	0	0.666666666666667	0.666666666666667	0	0	0.111111111111111	0.333333333333333	0.0285714285714286	0.333333333333333	0.571428571428571	0.5	2	0	1	4	2	2	4	Euk_Euk	Ochrophyta	Stramenopiles_X
Euk_ASV_151	Euk_ASV_86	Other	LowFrequency	Other	Other	0	0.226700251889169	0.631578947368421	0.722222222222222	0.904761904761905	0.115384615384615	0	0.117647058823529	0.75	0.333333333333333	0	0.1	0.115384615384615	1	0	0.181818181818182	0.0714285714285714	1	0	0.333333333333333	0.103448275862069	0.333333333333333	0	0.416666666666667	0.0857142857142857	1	0.142857142857143	0.125	1	3	3	3	3	3	4	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_151	Euk_ASV_23	Other	LowFrequency	Other	Other	0	0.19647355163728	0.368421052631579	0.5	0.952380952380952	0.115384615384615	0	0.117647058823529	1	0.333333333333333	0	0.05	0.0384615384615385	1	0.166666666666667	0.0909090909090909	0.0714285714285714	1	0	0.333333333333333	0.103448275862069	1	0.111111111111111	0.333333333333333	0	1	0.142857142857143	0	2	3	3	4	3	4	2	Euk_Euk	Ochrophyta	Dinoflagellata
Euk_ASV_151	Euk_ASV_57	Other	LowFrequency	Other	Other	0	0.19647355163728	0.421052631578947	0.722222222222222	0.761904761904762	0	0	0.0882352941176471	1	0.333333333333333	0	0.1	0.0769230769230769	0.75	0.166666666666667	0.272727272727273	0.0714285714285714	1	0	0.333333333333333	0.103448275862069	0.666666666666667	0	0.5	0.0857142857142857	1	0.142857142857143	0	1	2	3	4	3	3	3	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1515	Euk_ASV_463	Other	Other	Other	Other	0	0.0780856423173804	0	0.388888888888889	0.142857142857143	0	0	0.0294117647058824	0	0	0	0	0.0769230769230769	0.5	0.166666666666667	0.0909090909090909	0	0	0	0.333333333333333	0.0689655172413793	1	0.222222222222222	0	0.0857142857142857	0.333333333333333	0.285714285714286	0	1	1	1	4	1	3	3	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1519	Euk_ASV_1515	Other	Other	Other	Other	0	0.0403022670025189	0.0526315789473684	0	0	0	0	0.0294117647058824	0	0	0	0	0.0384615384615385	0.5	0	0.0909090909090909	0	0	0	0	0.0689655172413793	0.333333333333333	0.111111111111111	0.166666666666667	0.0571428571428571	0	0.142857142857143	0.125	1	1	1	3	0	4	3	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1519	Euk_ASV_86	Other	Other	Other	NPO	0	0.0931989924433249	0	0.333333333333333	0.333333333333333	0.153846153846154	0	0.0588235294117647	0	0.166666666666667	0	0	0.0769230769230769	0.5	0	0	0	0	0	0	0.0689655172413793	0.333333333333333	0.111111111111111	0.166666666666667	0.0571428571428571	0.333333333333333	0	0	1	2	2	2	0	4	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_154	Euk_ASV_114	Other	LowFrequency	Other	Other	0	0.183879093198992	0.421052631578947	0.666666666666667	0.857142857142857	0.0769230769230769	0	0.147058823529412	0.75	0.666666666666667	0.0714285714285714	0	0.0769230769230769	0.75	0.166666666666667	0.0909090909090909	0	1	0	0	0.103448275862069	0.333333333333333	0	0.0833333333333333	0.0571428571428571	1	0	0	1	3	3	4	1	3	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_154	Euk_ASV_151	Other	LowFrequency	Other	Other	0	0.224181360201511	0.631578947368421	0.833333333333333	0.904761904761905	0.0769230769230769	0	0.147058823529412	0.75	0.333333333333333	0	0.1	0.115384615384615	1	0.166666666666667	0.181818181818182	0.0714285714285714	1	0	0.333333333333333	0.103448275862069	1	0	0.166666666666667	0.0857142857142857	1	0	0	1	3	3	4	3	3	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1577	Euk_ASV_1266	Other	Other	Other	Other	0	0.0982367758186398	0	0.277777777777778	0.571428571428571	0.0769230769230769	0	0	0	0.166666666666667	0	0.05	0	0.75	0	0	0	0	0	0.333333333333333	0.0689655172413793	0.666666666666667	0.111111111111111	0.25	0.0285714285714286	1	0	0	1	2	2	1	1	4	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1577	Euk_ASV_215	Other	LowFrequency	NPO	Other	0	0.0906801007556675	0.0526315789473684	0.333333333333333	0.428571428571429	0	0	0.0294117647058824	0	0.5	0	0.05	0.0384615384615385	0.75	0	0	0	1	0	0.333333333333333	0.0689655172413793	0.333333333333333	0.111111111111111	0.166666666666667	0.0285714285714286	0.666666666666667	0	0	1	2	3	2	2	4	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1589	Euk_ASV_1577	Other	LowFrequency	Other	Other	0	0.100755667506297	0	0.222222222222222	0.476190476190476	0.0576923076923077	0	0	0	0.666666666666667	0	0	0.0384615384615385	0.75	0	0	0	1	0	0.333333333333333	0.103448275862069	1	0.111111111111111	0.166666666666667	0.0571428571428571	0.666666666666667	0	0	1	2	1	2	2	4	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1589	Euk_ASV_1032	Other	LowFrequency	Other	Other	0	0.0931989924433249	0	0	0.238095238095238	0	0	0.147058823529412	1	0.5	0	0	0.0769230769230769	1	0.333333333333333	0.0909090909090909	0	1	0	0	0.0689655172413793	0.333333333333333	0.111111111111111	0	0.0571428571428571	0.666666666666667	0.142857142857143	0.125	2	1	2	4	1	3	4	Euk_Euk	Chlorophyta	Dinoflagellata
Euk_ASV_1589	Euk_ASV_917	Other	LowFrequency	IO	Other	0	0.120906801007557	0	0.277777777777778	0.523809523809524	0	0	0.176470588235294	1	0.666666666666667	0	0.05	0.0384615384615385	0.5	0	0	0	1	0	0	0.103448275862069	1	0	0.0833333333333333	0.0571428571428571	0.666666666666667	0.142857142857143	0.125	1	1	3	2	1	3	4	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_170	Euk_ASV_22	Other	MS	MS	Other	0	0.18639798488665	0.684210526315789	0.777777777777778	0.761904761904762	0.0576923076923077	0.0857142857142857	0.147058823529412	0.75	0	0	0.1	0	0	0	0.272727272727273	0	0	0	0.333333333333333	0.0344827586206897	0	0	0.583333333333333	0.0571428571428571	0	0	0.125	1	4	2	1	1	2	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1750	Euk_ASV_1276	NPO	Other	Other	Other	0	0.0755667506297229	0	0.0555555555555556	0.19047619047619	0	0	0	0	0.166666666666667	0.142857142857143	0.05	0	0.75	0.166666666666667	0.0909090909090909	0	1	0	0.333333333333333	0.0344827586206897	1	0.222222222222222	0.25	0	1	0.142857142857143	0.125	1	1	3	3	2	4	3	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1750	Euk_ASV_529	NPO	Other	Other	Other	0	0.0831234256926952	0	0.0555555555555556	0.19047619047619	0	0	0	0	0	0.142857142857143	0.15	0	0.75	0.166666666666667	0.181818181818182	0	1	0	0.333333333333333	0.0344827586206897	0.666666666666667	0.333333333333333	0.416666666666667	0	1	0	0.125	1	1	2	3	2	4	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1938	Euk_ASV_1276	NPO	Other	Other	Other	0	0.0831234256926952	0	0	0	0.173076923076923	0.0285714285714286	0	0	0	0.214285714285714	0.05	0	0.5	0.5	0.0909090909090909	0	1	0	0.333333333333333	0.0344827586206897	0.666666666666667	0.111111111111111	0.333333333333333	0	0	0.285714285714286	0.125	1	2	2	3	2	4	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1961	Euk_ASV_1286	Other	Other	NPO	Other	0	0.0403022670025189	0	0	0	0	0	0.0294117647058824	0	0.166666666666667	0	0	0.0384615384615385	0.5	0	0	0.0714285714285714	0	0	0.333333333333333	0.0344827586206897	0.333333333333333	0.111111111111111	0.333333333333333	0.0571428571428571	0	0	0	1	0	2	2	2	4	1	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1961	Euk_ASV_1589	Other	Other	Other	Other	0	0.0906801007556675	0	0	0.380952380952381	0.0384615384615385	0	0.0588235294117647	0.25	0.166666666666667	0	0	0.0769230769230769	0.5	0	0.181818181818182	0.0714285714285714	0	0	0.333333333333333	0.103448275862069	1	0.111111111111111	0.25	0.0857142857142857	0.333333333333333	0	0	1	2	2	3	2	4	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1961	Euk_ASV_1266	Other	Other	Other	Other	0	0.0982367758186398	0	0.111111111111111	0.380952380952381	0.0576923076923077	0	0.0294117647058824	0	0.166666666666667	0	0.15	0.0384615384615385	0.5	0	0.272727272727273	0	0	0	0.333333333333333	0.0689655172413793	0.666666666666667	0.111111111111111	0.5	0.0571428571428571	0.333333333333333	0	0	1	2	3	3	1	4	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1961	Euk_ASV_215	Other	Other	NPO	Other	0	0.0730478589420655	0	0.111111111111111	0.333333333333333	0	0	0.0588235294117647	0	0.166666666666667	0	0.1	0.0769230769230769	0.5	0	0	0	0	0	0.333333333333333	0.0689655172413793	0.333333333333333	0.111111111111111	0.333333333333333	0.0571428571428571	0	0	0	1	1	3	2	1	4	1	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1961	Euk_ASV_1515	Other	Other	Other	Other	0	0.0604534005037783	0	0.111111111111111	0	0.0384615384615385	0	0.0294117647058824	0	0	0	0	0.0769230769230769	0.5	0	0.0909090909090909	0	0	0	0.333333333333333	0.0689655172413793	1	0.111111111111111	0.25	0.0857142857142857	0.333333333333333	0	0	1	1	1	3	1	4	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1961	Euk_ASV_86	Other	Other	Other	Other	0	0.10831234256927	0	0	0.476190476190476	0.0769230769230769	0	0.0588235294117647	0.25	0.166666666666667	0	0.15	0.115384615384615	0.5	0	0	0.0714285714285714	0	0	0.333333333333333	0.103448275862069	0.333333333333333	0.111111111111111	0.416666666666667	0.0857142857142857	0.333333333333333	0.142857142857143	0	1	2	3	2	2	4	3	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_1961	Euk_ASV_17	Other	Other	NPO	Other	0	0.115869017632242	0	0	0.476190476190476	0	0	0.0588235294117647	0	0.166666666666667	0	0.25	0.115384615384615	0.5	0	0.272727272727273	0.0714285714285714	0	0	0.333333333333333	0.103448275862069	1	0.222222222222222	0.5	0.0857142857142857	0.333333333333333	0	0	1	1	3	3	2	4	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_2062	Euk_ASV_1074	Other	SAO	SAO	Other	0	0.035264483627204	0	0	0	0	0	0	0	0	0	0.1	0.0384615384615385	0.25	0.166666666666667	0.272727272727273	0	0	0	0	0.0344827586206897	0	0	0.333333333333333	0.0285714285714286	0	0	0	1	0	1	4	0	2	1	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_21	Euk_ASV_1	IO	Other	IO	Other	0	0.0554156171284635	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727272727273	0	0	0	0.333333333333333	0	0.333333333333333	0	0.333333333333333	0.0571428571428571	0.333333333333333	0.714285714285714	0.625	1	0	0	1	1	2	4	Euk_Euk	Ochrophyta	Hilomonadea
Euk_ASV_215	Euk_ASV_86	Other	LowFrequency	NPO	Other	0	0.110831234256927	0	0.388888888888889	0.523809523809524	0	0	0.0588235294117647	0	0.5	0	0.1	0.0769230769230769	1	0	0	0	1	0	0.333333333333333	0.0689655172413793	0.333333333333333	0.111111111111111	0.25	0.0571428571428571	0.666666666666667	0	0	1	1	3	2	2	4	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_2185	Euk_ASV_1750	NPO	Other	Other	Other	0	0.0503778337531486	0	0	0.142857142857143	0	0	0	0	0.166666666666667	0.142857142857143	0	0	0.75	0	0	0	0	0	0	0.0344827586206897	1	0.111111111111111	0.25	0	0.666666666666667	0	0.125	1	1	2	1	0	4	2	Euk_Euk	Dinoflagellata	Stramenopiles_X
Euk_ASV_2185	Euk_ASV_292	Other	Other	Other	Other	0	0.0730478589420655	0	0.166666666666667	0.285714285714286	0	0	0.0588235294117647	0	0	0	0	0	1	0	0	0	0	0	0	0.0344827586206897	1	0.111111111111111	0.333333333333333	0	0.666666666666667	0.285714285714286	0.125	1	1	1	1	0	4	3	Euk_Euk	Dinoflagellata	Stramenopiles_X
Euk_ASV_2185	Euk_ASV_1589	Other	Other	Other	NPO	0	0.0755667506297229	0	0.166666666666667	0.238095238095238	0.0384615384615385	0	0.0588235294117647	0	0.333333333333333	0	0	0	1	0	0	0	0	0	0	0.0344827586206897	1	0.111111111111111	0.25	0.0285714285714286	0.666666666666667	0.142857142857143	0	1	2	2	1	0	4	3	Euk_Euk	Dinoflagellata	Stramenopiles_X
Euk_ASV_2185	Euk_ASV_276	Other	Other	Other	NPO	0	0.0629722921914358	0	0.166666666666667	0.19047619047619	0	0	0.0588235294117647	0	0.166666666666667	0.142857142857143	0	0	1	0	0	0	0	0	0	0.0344827586206897	0.333333333333333	0.222222222222222	0.333333333333333	0	0.333333333333333	0	0	1	1	3	1	0	4	1	Euk_Euk	Dinoflagellata	Stramenopiles_X
Euk_ASV_222	Euk_ASV_221	Other	Other	Other	Other	0	0.133501259445844	0.736842105263158	0.722222222222222	0.333333333333333	0	0	0.0882352941176471	0.25	0	0	0.05	0.0384615384615385	0.25	0.166666666666667	0.272727272727273	0	0	0	0	0.0689655172413793	0	0	0.333333333333333	0	0	0.142857142857143	0.125	1	2	2	4	0	2	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_224	Euk_ASV_77	Other	Other	Other	Other	0	0.153652392947103	0.473684210526316	0.722222222222222	0.285714285714286	0	0	0.0588235294117647	0	0.166666666666667	0.357142857142857	0	0.0384615384615385	0.75	0.333333333333333	0.363636363636364	0	0	0	0.333333333333333	0.0344827586206897	0.333333333333333	0	0.333333333333333	0.0571428571428571	0.666666666666667	0.285714285714286	0.25	2	2	3	4	1	3	4	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_224	Euk_ASV_17	Other	LowFrequency	LowFrequency	Other	0	0.350125944584383	0	0.555555555555556	0.714285714285714	0.461538461538462	0.2	0.0588235294117647	0	0.5	0.642857142857143	0.35	0.115384615384615	1	0.833333333333333	0.818181818181818	0.0714285714285714	1	0.666666666666667	1	0.103448275862069	1	0.666666666666667	0.666666666666667	0.0857142857142857	1	0.571428571428571	0.5	5	3	4	4	4	4	4	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_2341	Euk_ASV_2185	Other	Other	NPO	NPO	0	0.0478589420654912	0	0.0555555555555556	0.142857142857143	0	0	0.0294117647058824	0	0.333333333333333	0	0	0	0.75	0	0	0	0	0	0	0.0344827586206897	1	0.111111111111111	0.25	0	0.333333333333333	0	0	1	1	2	1	0	4	1	Euk_Euk	Stramenopiles_X	Dinoflagellata
Euk_ASV_2404	Euk_ASV_292	Other	Other	Other	Other	0	0.0604534005037783	0	0	0	0	0	0.0588235294117647	0	0.166666666666667	0.142857142857143	0.05	0	0.75	0.166666666666667	0.272727272727273	0	0	0	0	0.0689655172413793	1	0	0.25	0	0.666666666666667	0.142857142857143	0	1	0	4	3	0	3	2	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_257	Euk_ASV_224	Other	Prevalent	Other	Other	0	0.292191435768262	0.789473684210526	0.833333333333333	0.761904761904762	0.288461538461538	0.114285714285714	0.117647058823529	0.75	0.666666666666667	0.357142857142857	0.1	0.115384615384615	1	0	0.363636363636364	0	1	0	0.333333333333333	0.103448275862069	0.666666666666667	0	0.583333333333333	0.0857142857142857	1	0.285714285714286	0	2	4	4	3	2	3	3	Euk_Euk	Dinoflagellata	Dinoflagellata
Euk_ASV_260	Euk_ASV_23	Other	LowFrequency	NAO	Other	0	0.125944584382872	0.210526315789474	0	0.523809523809524	0	0	0.117647058823529	1	0.833333333333333	0.357142857142857	0.05	0.0384615384615385	1	0	0.0909090909090909	0	1	0	0	0.0689655172413793	0.333333333333333	0	0.333333333333333	0	0.666666666666667	0	0	1	2	4	3	1	3	1	Euk_Euk	Ochrophyta	Radiolaria
Euk_ASV_269	Euk_ASV_257	Other	Other	Other	Other	0	0.201511335012594	0.368421052631579	0.555555555555556	0.523809523809524	0.153846153846154	0.0857142857142857	0.0882352941176471	0	0	0.285714285714286	0.1	0.115384615384615	1	0.166666666666667	0.363636363636364	0	1	0	0.333333333333333	0.0689655172413793	0.333333333333333	0	0.583333333333333	0.0857142857142857	1	0.285714285714286	0	2	4	3	4	2	3	3	Euk_Euk	Dinoflagellata	Dinoflagellata
